condition,mean_accuracy,std_accuracy,mean_macro_f1,std_macro_f1,mean_precision,std_precision,mean_recall,std_recall
2s Windows (non-overlapping),0.408774204061986,0.08814861749397475,0.34041083884219575,0.079922883516688,0.40973728530850284,0.06377755548549548,0.37079890595515597,0.07515012758144533
