condition,mean_accuracy,std_accuracy,mean_macro_f1,std_macro_f1,mean_precision,std_precision,mean_recall,std_recall
1s-Windows-Non-Overlapping,0.31018458374050767,0.031169263402338842,0.2686310439278649,0.029688229065989783,0.2987791469141375,0.03668731382493872,0.29307530102152324,0.028417882563122866
