condition,mean_accuracy,std_accuracy,mean_macro_f1,std_macro_f1,mean_precision,std_precision,mean_recall,std_recall
Sentence-Level,0.4000000000000001,0.062360956446232366,0.360166542154255,0.04665415107358794,0.48100041264436894,0.036461230459972196,0.3828125,0.05898308152555273
